0, 0, 1054, 2104, -1, -1, -1, -1
1, 0.0141948, 129, 254, -1, -1, -1, -1
2, 0.233439, 11478, 60058, -1, -1, -1, -1
3, 0.0407864, 11980, 62587, 52337, 8.16564, 0, -1
7, 0.411272, 11257, 58650, 35.6893, 4.04855, -1, -1
7, 0.233088, 11257, 58650, 35.6893, 4.04855, -1, -1
4, 0.646838, 11257, 58650, 35.6893, 4.04855, -1, -1
5, 0.0060341, 120, 230, 35.6893, 7.28225, -1, -1
-1, 0.941293, 120, 230, 35.6893, 7.28225, 0, 32
